"treats: 0","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","No artificial flavors or colors. Innovative design with a chewy, porous texture.","26b2ac2f113d87543ca2b0991708cabe868c9d312af73f712313867b17f627b5","1"
"toys: 1","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","High Quality & Excellence Service: Our dog chew toys undergo rigorous quality testing. Made of durable and natural material, good for dogs. Feel free to contact us if you have any questions. Our friendly support team is always here to help you. You can confidently buy our products, this dog toy pack is definitely a good choice for you.","a0a2424c88703680c8a74b5807ee5db4e4caead5f03cbf1b3f2a7e7d96438d59","5"
"beds: 2","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","The sleep surface (28”x23”) is made of a flannel cover that provides a soft and comfortable sleeping area for dogs or cats.","09aab3f42e6b7d4c715b10b1c6ff9044d0a215507cf2c4131ba68c409b9a5a17","4"
"toys: 3","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","High Quality & Excellence Service: Our dog chew toys undergo rigorous quality testing. Made of durable and natural material, good for dogs. Feel free to contact us if you have any questions. Our friendly support team is always here to help you. You can confidently buy our products, this dog toy pack is definitely a good choice for you.","7382f7e5196156d4981a99404c39d48e981e995122ee001ffc1ccacdebac07b8","4"
"beds: 4","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","dde136577a1e6a7d90219fc01d8e8d786dc44aeb6114f8155fa1a71118864f2e","2"
"food: 5","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","7720be865365b8de3a19626d18edd76d7b6080ac51b9ade88c6f64d66729b262","3"
"food: 6","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","517783814120dc28a549bbc66e29377a3ed6b4b9fc1271c324921a5bbeb4ffc4","3"
"food: 7","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","Sustainably raised salmon is the #1 ingredient; protein helps keep dogs at their bounding best.","f6743425322c2828651a00481591f3f052b4b2ab2eb8eb94ca2218f3771fe212","4"
"treats: 8","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Real salmon is the #1 ingredient. Crunchy texture helps clean teeth.","c2ef4d6c2312ecf1e919dc49e48f26fa5251875b2e54eb9b582c1097b8830958","2"
"food: 9","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","Sustainably raised salmon is the #1 ingredient; protein helps keep dogs at their bounding best.","40b2ffe0b01a04bd08652aaf901f95f9024e8e9edd48f950118d884fef8ff889","1"
"treats: 10","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","No artificial flavors or colors. Innovative design with a chewy, porous texture.","610464c12805c413db8bbe58fd8c94e5d641f6523e8ba3e44f65e3af3e985819","2"
"beds: 11","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","80158dbed4038da0f805e77031d6fde4bc9beef98d59c1e5f56c83817aa54e47","3"
"food: 12","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","Sustainably raised salmon is the #1 ingredient; protein helps keep dogs at their bounding best.","aea01e4097acfd4b85ef89bfe97e0019c71e3c2628bb573c2af4141beb80e52f","5"
"beds: 13","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","High quality soft faux fur surface material feels like mommy s fur, provide a warmth and safety, comfortable quality sleeping environment for pets. It helps them to calm down faster, ease anxiety, and sleep well.","c295a93945220d11fb64f4cd3347b2b603efe7eaab554ac0b38417fb7c64f262","5"
"food: 14","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","4735631577237d3d5444126db562d91011072c0575574d23656edea93e0ef1f2","5"
"beds: 15","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","The sleep surface (28”x23”) is made of a flannel cover that provides a soft and comfortable sleeping area for dogs or cats.","0102610237828fffb146284e0b353fdc7ce4c8b980f69b6fcf8b041bc4519502","5"
"toys: 16","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","High Quality & Excellence Service: Our dog chew toys undergo rigorous quality testing. Made of durable and natural material, good for dogs. Feel free to contact us if you have any questions. Our friendly support team is always here to help you. You can confidently buy our products, this dog toy pack is definitely a good choice for you.","169108b9e128c5cb381918d367fdbce7a0a3ccb011d253e9bbd770626256fb9a","1"
"beds: 17","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","bd620052c737d3a3af6d39a1deb1d6d1d8566368b2097420cfe6970194b75a46","3"
"beds: 18","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","The sleep surface (28”x23”) is made of a flannel cover that provides a soft and comfortable sleeping area for dogs or cats.","c5ee97b46b9935505b88f1a4f68a36dcfb1669535e10816cc93e54e3b09b95a4","3"
"toys: 19","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","Squeeky sound, fetchable, chewable, tossable and 12 tiny dog toys to play, entice your dog to run, chase and exercise, great bulk dog toys for boredom, reduce anxiety and give them mental and physical workout.","8652f28c8f930d3fa688645135f2d57d4ae187c9348d83af9b3c57f52d61529a","3"
"beds: 20","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","62516ee23f2364646c496f19e4113f09755af687475d4b2ad2d7aaca046f1716","4"
"toys: 21","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","Our dog toys are made of natural and non-toxic material that ensures the safety of dogs. Thicker fabric and better stitching make these toys more durable for dogs. It is suitable for teeth cleaning and chewing.","58e822d37972f84fe673051584a3def1b8bf0a094d4d0208efc6adf4d5a3f30a","5"
"treats: 22","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","96405ef86aaf5047b714a09fa1d17b2173e106b909b53418a33fd67b6cc2e5f2","1"
"treats: 23","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Real salmon is the #1 ingredient. Crunchy texture helps clean teeth.","425c644bd838317c2d60a025832c31eebefa8e1610883335e5cf50efd668add6","3"
"toys: 24","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","Squeeky sound, fetchable, chewable, tossable and 12 tiny dog toys to play, entice your dog to run, chase and exercise, great bulk dog toys for boredom, reduce anxiety and give them mental and physical workout.","427a0cdd2ce7ebf001284a1ec9edf5f954c35fd1c7227f8b46f5e34e6e5638c0","4"
"treats: 25","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","No artificial flavors or colors. Innovative design with a chewy, porous texture.","1dbb503fdabbbc73c20b922d510ffe0877bd8468684514c15f78d2b4f92d1429","4"
"food: 26","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","2eb4e6ccee72b93661ca6ca785a22d9f79729cb4444e1882764d2b66a67dd870","5"
"toys: 27","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","High Quality & Excellence Service: Our dog chew toys undergo rigorous quality testing. Made of durable and natural material, good for dogs. Feel free to contact us if you have any questions. Our friendly support team is always here to help you. You can confidently buy our products, this dog toy pack is definitely a good choice for you.","47bee197fc852e1695fc3501b1ebb7911bc29702533811686b5e9df732e19bef","2"
"food: 28","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","NO ADDED SALMON BY-PRODUCT MEAL, corn, wheat, soy, artificial colors, flavors, or preservatives.","5196c781b1f035248222eb5bfbcacb162e861d88a4c8b28f2d5058ca036e1d24","5"
"treats: 29","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","c2c647c3139f2a8025aff79e5cfee677ac782e752bac1a787d0cdbb3b9ab54b9","5"
"treats: 30","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","No artificial flavors or colors. Innovative design with a chewy, porous texture.","667f696502264eceb677023642bd84efd5f2984f7e03794bb470db044041e85c","5"
"beds: 31","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","High quality soft faux fur surface material feels like mommy s fur, provide a warmth and safety, comfortable quality sleeping environment for pets. It helps them to calm down faster, ease anxiety, and sleep well.","37a888ee264e6e561d2f7d148ab617fb7faf7ca8e4f0d500d891cda9db91b179","4"
"food: 32","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","NO ADDED SALMON BY-PRODUCT MEAL, corn, wheat, soy, artificial colors, flavors, or preservatives.","b5df0d481439b45ad3878a9bbf1ecfde54f28faa963eeca9bd9937e0a2ca7c2e","4"
